price;size;location;real_estate;ownership;location_first;location_ladsst;crawled
765000;147;Odelzhausen, Dachau (Kreis);Haus;Kauf;Odelzhausen;Dachau (Kreis);30.12.2018 09:22
675000;140;Vierkirchen, Dachau (Kreis);Haus;Kauf;Vierkirchen;Dachau (Kreis);30.12.2018 09:22
980000;135;Dachau, Dachau (Kreis);Haus;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
795000;137;Münchnerstraße 74a, Dachau, Dachau (Kreis);Haus;Kauf;Münchnerstraße 74a;Dachau (Kreis);30.12.2018 09:22
639000;120;Petershausen, Dachau (Kreis);Haus;Kauf;Petershausen;Dachau (Kreis);30.12.2018 09:22
1690000;152,1;Dachau, Dachau (Kreis);Haus;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
639000;125,97;Vierkirchen, Dachau (Kreis);Haus;Kauf;Vierkirchen;Dachau (Kreis);30.12.2018 09:22
1185000;255;Schwabhausen, Dachau (Kreis);Haus;Kauf;Schwabhausen;Dachau (Kreis);30.12.2018 09:22
1250000;310;Röhrmoos, Dachau (Kreis);Haus;Kauf;Röhrmoos;Dachau (Kreis);30.12.2018 09:22
775000;184;Odelzhausen, Dachau (Kreis);Haus;Kauf;Odelzhausen;Dachau (Kreis);30.12.2018 09:22
2155000;248,71;Dachau, Dachau (Kreis);Haus;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
765000;135;Münchnerstraße 74a, Dachau, Dachau (Kreis);Haus;Kauf;Münchnerstraße 74a;Dachau (Kreis);30.12.2018 09:22
759000;137;Dachau, Dachau (Kreis);Haus;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
795000;558;Gröbenzell, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Gröbenzell;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1590000;1136;Eichenau, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Eichenau;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1220000;903;Eichenau, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Eichenau;Fürstenfeldbruck (Kreis);30.12.2018 09:22
700000;556;Eichenau, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Eichenau;Fürstenfeldbruck (Kreis);30.12.2018 09:22
498000;576;Althegnenberg, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Althegnenberg;Fürstenfeldbruck (Kreis);30.12.2018 09:22
870000;624;Olching, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Olching;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1350000;771;Germering, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Germering;Fürstenfeldbruck (Kreis);30.12.2018 09:22
650000;1000;Maisach, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Maisach;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1400000;1020;Fürstenfeldbruck, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Fürstenfeldbruck;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1050000;1156;Althegnenberg, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Althegnenberg;Fürstenfeldbruck (Kreis);30.12.2018 09:22
150000;3342;Mühlstetterweg x, Puchheim, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Mühlstetterweg x;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1750000;1260;Germering, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Germering;Fürstenfeldbruck (Kreis);30.12.2018 09:22
198000;650;Moorenweis, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Moorenweis;Fürstenfeldbruck (Kreis);30.12.2018 09:22
1077500;1003;Eichenau, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Eichenau;Fürstenfeldbruck (Kreis);30.12.2018 09:22
698000;539;Gröbenzell, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Gröbenzell;Fürstenfeldbruck (Kreis);30.12.2018 09:22
580000;469;Puchheim, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Puchheim;Fürstenfeldbruck (Kreis);30.12.2018 09:22
595000;590;Grafrath, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Grafrath;Fürstenfeldbruck (Kreis);30.12.2018 09:22
521000;656;Kottgeisering, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Kottgeisering;Fürstenfeldbruck (Kreis);30.12.2018 09:22
386000;550;Weiherstraße 8, Türkenfeld, Fürstenfeldbruck (Kreis);Grundstueck;Kauf;Weiherstraße 8;Fürstenfeldbruck (Kreis);30.12.2018 09:22
5160;338;Trattangering 16a, Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Trattangering 16a;Dachau (Kreis);30.12.2018 09:22
430000;307;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);30.12.2018 09:22
241500;345;Röhrmoos, Dachau (Kreis);Grundstueck;Kauf;Röhrmoos;Dachau (Kreis);30.12.2018 09:22
410000;259;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);30.12.2018 09:22
254800;364;Röhrmoos, Dachau (Kreis);Grundstueck;Kauf;Röhrmoos;Dachau (Kreis);30.12.2018 09:22
650000;370;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
420850;443;Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Vierkirchen;Dachau (Kreis);30.12.2018 09:22
420000;315;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
420850;443;Vierkirchen, Dachau (Kreis);Grundstueck;Kauf;Vierkirchen;Dachau (Kreis);30.12.2018 09:22
325000;332;Markt Indersdorf, Dachau (Kreis);Grundstueck;Kauf;Markt Indersdorf;Dachau (Kreis);30.12.2018 09:22
840000;566;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);30.12.2018 09:22
410000;259;Wehrstaudenstrasse 33, Karlsfeld, Dachau (Kreis);Grundstueck;Kauf;Wehrstaudenstrasse 33;Dachau (Kreis);30.12.2018 09:22
550000;502;Haimhausen, Dachau (Kreis);Grundstueck;Kauf;Haimhausen;Dachau (Kreis);30.12.2018 09:22
235000;544;Hilgertshausen-Tandern, Dachau (Kreis);Grundstueck;Kauf;Hilgertshausen-Tandern;Dachau (Kreis);30.12.2018 09:22
210000;396;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);30.12.2018 09:22
360000;712;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);30.12.2018 09:22
150000;316;Altomünster, Dachau (Kreis);Grundstueck;Kauf;Altomünster;Dachau (Kreis);30.12.2018 09:22
392500;319;Hebertshausen, Dachau (Kreis);Grundstueck;Kauf;Hebertshausen;Dachau (Kreis);30.12.2018 09:22
379000;191;Dachau, Dachau (Kreis);Grundstueck;Kauf;Dachau;Dachau (Kreis);30.12.2018 09:22
